sea creature,Fort Rosecrans Cemetery,Bixby Bridge,Oceanside Pier,Presidio of San Francisco,Santa Cruz Wharf,Fisherman's Wharf,Redondo Beach Pier,Monterey Bay,Pacific Beach,Balboa Island,Cannery Row,Morro Rock,West Cliff Drive,Stearns Wharf,California Academy of Sciences,Torrey Pines Gliderport,Balboa Island Ferry,Heisler Park,Manhattan Beach,Pacific Coast Highway,Elephant Seal Rookery,Children's Pool,Point Loma,Old Fisherman's Wharf,Six Flags Discovery Kingdom,Lands End,Huntington Beach Pier,La Jolla Cove,Crystal Cove State Park,Glass Beach,Crissy Field,San Francisco Bay,Torrey Pines State Natural Reserve,Aquarium of the Bay,Santa Monica Bay,South Carlsbad State Beach,Julia Pfeiffer Burns State Park,San Francisco Bay Bridge,Mt. Soledad National Veterans Memorial,Mendocino Coast Botanical Gardens,17-Mile Drive,Newport Beach,Maritime Museum of San Diego,Aquarium of the Pacific,La Jolla Shores Park,Seventeen Mile Drive,SeaWorld,Sunset Cliffs Natural Park,Santa Cruz Beach Boardwalk,Cabrillo National Monument,Santa Monica Pier,Mission Beach,Point Lobos,Pier 39,Golden Gate Bridge,Venice Beach,Hearst Castle,Pismo Pier,Monterey Bay Aquarium,Pfeiffer Beach,Old Point Loma Lighthouse,Ferry Building Marketplace,Palace of Fine Arts Theatre,Birch Aquarium at Scripps,Carmel River State Beach,California Science Center,Seaport Village,Santa Monica State Beach,Moonstone Beach,LEGOLAND California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
music,Oceanside Pier,Staples Center,Grace Cathedral,Fisherman's Wharf,Little Italy,Santa Cruz Wharf,Dodger Stadium,Monterey Bay,Mission San Juan Capistrano,Balboa Island,Disney California Adventure Park,Griffith Park,Torrey Pines Gliderport,Heisler Park,Old Fisherman's Wharf,Hollywood Bowl Museum,Dante's View,Venice Beach Boardwalk,Santa Monica Bay,Chinatown,Universal CityWalk Hollywood,San Francisco Bay Bridge,Santa Barbara Zoo,Yosemite Falls,Cable Cars,Santa Cruz Beach Boardwalk,Mission Beach,Union Square,Los Angeles County Museum of Art,Walt Disney Concert Hall,Calico Ghost Town,Presidio of San Francisco,26-Mile Bike Path,Sundial Bridge,Stearns Wharf,California Academy of Sciences,Asian Art Museum,Petco Park,"The Huntington Library, Art Collections and Botanical Gardens",Lands End,VillageFest,Huntington Beach Pier,Hollywood Boulevard,San Francisco Bay,Coronado Island,Stanford University,Marin Headlands,State Street,Palm Springs Air Museum,La Jolla Shores Park,Santa Monica Pier,de Young Museum,Madame Tussauds Hollywood,Painted Ladies,Birch Aquarium at Scripps,Musee Mecanique,Sterling Vineyards,San Diego Zoo Safari Park,Haight-Ashbury,Petersen Automotive Museum,Golden Gate Park,Irvine Spectrum Center,Ronald Reagan Presidential Library and Museum,Walt Disney Family Museum,Knott's Berry Farm,Hollywood,Old Town San Diego,San Francisco Museum of Modern Art (SFMOMA),Alamo Square,Universal Studios Hollywood,Third Street Promenade,California State Capitol Museum,Aquarium of the Pacific,Old Sacramento,Pier 39,Hearst Castle,The Getty Center,Monterey Bay Aquarium,Palace of Fine Arts Theatre,Santa Monica State Beach,Legion of Honor,Pismo Pier,Balboa Park,Old Town San Diego State Historic Park,Santa Barbara County Courthouse,Redondo Beach Pier,Cannery Row,West Cliff Drive,Hollywood Walk of Fame,Manhattan Beach,Mendocino Coast Botanical Gardens,Ghirardelli Square,Six Flags Magic Mountain,The Queen Mary,Venice Canals Walkway,Natural History Museum of Los Angeles County,Olvera Street,Old Mission Santa Barbara,Downtown Disney,Exploratorium,Citadel Outlets,Seventeen Mile Drive,SeaWorld,Rodeo Drive,Venice Beach,The Gondola at Heavenly,The Grove,Old Town Temecula,Seaport Village,Union Station,LEGOLAND California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amusement park,Calico Ghost Town,Balboa Park,Santa Cruz Wharf,Fisherman's Wharf,Old Town San Diego State Historic Park,Redondo Beach Pier,Disneyland Park,Balboa Island,Irvine Spectrum Center,Disney California Adventure Park,Balboa Island Ferry,Pacific Coast Highway,Torrey Pines Gliderport,Walt Disney Family Museum,"The Huntington Library, Art Collections and Botanical Gardens",Six Flags Magic Mountain,Knott's Berry Farm,Lands End,Six Flags Discovery Kingdom,The Queen Mary,La Brea Tar Pits and Museum,Hollywood,Santa Monica Bay,Chinatown,South Carlsbad State Beach,Universal CityWalk Hollywood,Universal Studios Hollywood,Santa Barbara Zoo,Marin Headlands,Downtown Disney,Newport Beach,Aquarium of the Pacific,Cable Cars,Santa Cruz Beach Boardwalk,SeaWorld,Artist's Drive,Santa Monica Pier,Cabrillo National Monument,Mission Beach,Coronado Bridge,Pier 39,Rodeo Drive,Hearst Castle,Pismo Pier,San Diego Zoo,The Gondola at Heavenly,The Grove,Sterling Vineyards,San Diego Zoo Safari Park,Old Town Temecula,Santa Monica State Beach,Union Station,LEGOLAND California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mexican ,de Young Museum,Staples Center,Old Town San Diego State Historic Park,Living Desert Zoo & Gardens,Olvera Street,Six Flags Discovery Kingdom,Old Town Temecula,Union Station,Irvine Spectrum Center,Old Town San Diego,The Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
architecture,Japanese Tea Garden,Grace Cathedral,Little Italy,V. Sattui Winery,Dodger Stadium,Monterey Bay,Mission San Juan Capistrano,Balboa Island,The Broad,Griffith Park,Hollywood Bowl Museum,Venice Beach Boardwalk,Santa Monica Bay,Chinatown,Robert Mondavi Winery,San Francisco Bay Bridge,Cable Cars,Mission Beach,Union Square,Los Angeles County Museum of Art,San Diego Zoo,Old Point Loma Lighthouse,Ferry Building Marketplace,Castello di Amorosa,Palm Springs Aerial Tramway,Palm Springs Art Museum,AT&T Park,Walt Disney Concert Hall,Cable Car Museum,Presidio of San Francisco,Sundial Bridge,California State Railroad Museum,Pacific Beach,Winchester Mystery House,Asian Art Museum,Domaine Carneros,Petco Park,"The Huntington Library, Art Collections and Botanical Gardens",Hollywood Boulevard,Coronado Island,Stanford University,17-Mile Drive,State Street,La Jolla Shores Park,Coronado Bridge,de Young Museum,Painted Ladies,The Getty Villa,Sterling Vineyards,Haight-Ashbury,Petersen Automotive Museum,Golden Gate Park,Irvine Spectrum Center,Ronald Reagan Presidential Library and Museum,Hollywood,Old Town San Diego,San Francisco Museum of Modern Art (SFMOMA),Alamo Square,Third Street Promenade,California State Capitol Museum,Aquarium of the Pacific,Norton Simon Museum,Old Sacramento,Hearst Castle,The Getty Center,Lombard Street,Palace of Fine Arts Theatre,Legion of Honor,Balboa Park,Griffith Observatory,Bixby Bridge,Old Town San Diego State Historic Park,Santa Barbara County Courthouse,West Cliff Drive,Manhattan Beach,Pacific Coast Highway,Ghirardelli Square,The Queen Mary,Crystal Cove State Park,Union Station,Venice Canals Walkway,Natural History Museum of Los Angeles County,Twin Peaks,Olvera Street,Old Mission Santa Barbara,Newport Beach,Seventeen Mile Drive,Golden Gate Bridge,Rodeo Drive,Pfeiffer Beach,The Grove,Old Town Temecula,Coit Tower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pier,Walt Disney Concert Hall,Cable Car Museum,Presidio of San Francisco,Bixby Bridge,Oceanside Pier,Battleship USS Iowa BB-61,Golden Gate Park,26-Mile Bike Path,Santa Cruz Wharf,Fisherman's Wharf,Redondo Beach Pier,Monterey Bay,Pacific Beach,Disneyland Park,Balboa Island,Cannery Row,Irvine Spectrum Center,Disney California Adventure Park,Morro Rock,West Cliff Drive,Stearns Wharf,Balboa Island Ferry,Manhattan Beach,Pacific Coast Highway,Ghirardelli Square,Children's Pool,Giant Forest,Living Desert Zoo & Gardens,Point Loma,Old Fisherman's Wharf,The Queen Mary,Huntington Beach Pier,La Jolla Cove,Venice Beach Boardwalk,Hollywood,Crissy Field,San Francisco Bay,Santa Monica Bay,Aquarium of the Bay,South Carlsbad State Beach,Coronado Island,San Francisco Bay Bridge,Venice Canals Walkway,Santa Barbara Zoo,Marin Headlands,State Street,Exploratorium,Third Street Promenade,Newport Beach,Yosemite Falls,Maritime Museum of San Diego,Aquarium of the Pacific,Cable Cars,La Jolla Shores Park,Santa Cruz Beach Boardwalk,Sunset Cliffs Natural Park,Coronado Bridge,Santa Monica Pier,Mission Beach,Union Square,Pier 39,Golden Gate Bridge,de Young Museum,Venice Beach,Alcatraz Island,Painted Ladies,Hearst Castle,Monterey Bay Aquarium,Half Dome,Ferry Building Marketplace,Birch Aquarium at Scripps,Musee Mecanique,USS Midway Museum,Seaport Village,Haight-Ashbury,Coit Tower,Santa Monica State Beach,Pismo Pier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
good for pictures,Japanese Tea Garden,Grace Cathedral,Santa Cruz Wharf,Dodger Stadium,El Capitan,Little Italy,Monterey Bay,Mission San Juan Capistrano,Balboa Island,Glacier Point,The Broad,Muir Woods National Monument,Disney California Adventure Park,Angel Stadium of Anaheim,Griffith Park,Torrey Pines Gliderport,Heisler Park,Living Desert Zoo & Gardens,Old Fisherman's Wharf,Dante's View,Venice Beach Boardwalk,Crissy Field,Santa Monica Bay,Bridalveil Falls,Chinatown,Robert Mondavi Winery,Universal CityWalk Hollywood,San Francisco Bay Bridge,Yosemite Falls,Cable Cars,Sunset Cliffs Natural Park,Cabrillo National Monument,Point Lobos,Mission Beach,Union Square,Los Angeles County Museum of Art,Badwater,Indian Canyons,San Diego Zoo,Old Point Loma Lighthouse,Castello di Amorosa,General Sherman Tree,USS Midway Museum,Armstrong Redwood State Reserve,Palm Springs Aerial Tramway,Moonstone Beach,Walt Disney Concert Hall,Calico Ghost Town,Cable Car Museum,Presidio of San Francisco,Sundial Bridge,California State Railroad Museum,Morro Rock,Stearns Wharf,California Academy of Sciences,Winchester Mystery House,Giant Forest,Domaine Carneros,"The Huntington Library, Art Collections and Botanical Gardens",Lands End,Huntington Beach Pier,Hollywood Boulevard,Glass Beach,San Francisco Bay,Tunnel View,Coronado Island,Marin Headlands,17-Mile Drive,Runyon Canyon Park,State Street,La Jolla Shores Park,Santa Monica Pier,Madame Tussauds Hollywood,Painted Ladies,The Getty Villa,California Science Center,San Diego Zoo Safari Park,Sterling Vineyards,Yuma Territorial Prison State Historic Park,Battleship USS Iowa BB-61,Petersen Automotive Museum,Disneyland Park,Walt Disney Family Museum,Children's Pool,Point Loma,La Brea Tar Pits and Museum,La Jolla Cove,Hollywood,Old Town San Diego,Zabriskie Point,Julia Pfeiffer Burns State Park,Mt. Soledad National Veterans Memorial,Alamo Square,Maritime Museum of San Diego,California State Capitol Museum,Artist's Drive,Norton Simon Museum,Hearst Castle,Lombard Street,Palace of Fine Arts Theatre,Hollywood Sign,Carmel River State Beach,Legion of Honor,Pismo Pier,Balboa Park,Griffith Observatory,Bixby Bridge,Old Town San Diego State Historic Park,Santa Barbara County Courthouse,Redondo Beach Pier,West Cliff Drive,Mendocino Coast Botanical Gardens,Manhattan Beach,Pacific Coast Highway,Elephant Seal Rookery,Hollywood Walk of Fame,Ghirardelli Square,Six Flags Magic Mountain,Yosemite Valley,The Queen Mary,Torrey Pines State Natural Reserve,Jedediah Smith Redwoods State Park,Venice Canals Walkway,Natural History Museum of Los Angeles County,Twin Peaks,Olvera Street,Old Mission Santa Barbara,Seventeen Mile Drive,Golden Gate Bridge,Venice Beach,Rodeo Drive,Vernal Fall,Pfeiffer Beach,The Gondola at Heavenly,Half Dome,Moro Rock,Seaport Village,Coit Tower,LEGOLAND California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pools,Cable Car Museum,Fort Rosecrans Cemetery,Japanese Tea Garden,Golden Gate Park,Monterey Bay,Morro Rock,West Cliff Drive,Griffith Park,California Academy of Sciences,Pacific Coast Highway,Heisler Park,Children's Pool,"The Huntington Library, Art Collections and Botanical Gardens",Point Loma,Lands End,La Brea Tar Pits and Museum,La Jolla Cove,Crystal Cove State Park,Hollywood,Glass Beach,Crissy Field,Bridalveil Falls,Torrey Pines State Natural Reserve,Aquarium of the Bay,Stanford University,Marin Headlands,17-Mile Drive,Newport Beach,Yosemite Falls,Aquarium of the Pacific,Seventeen Mile Drive,La Jolla Shores Park,SeaWorld,Sunset Cliffs Natural Park,Cabrillo National Monument,Point Lobos,Hearst Castle,Indian Canyons,Pfeiffer Beach,Monterey Bay Aquarium,Old Point Loma Lighthouse,The Getty Villa,Birch Aquarium at Scripps,Carmel River State Beach,Palm Springs Aerial Tramway,Moonstone Beach,LEGOLAND California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parks,Fort Rosecrans Cemetery,Staples Center,Dodger Stadium,El Capitan,Monterey Bay,Glacier Point,Muir Woods National Monument,Disney California Adventure Park,Angel Stadium of Anaheim,Griffith Park,Heisler Park,Dante's View,Bridalveil Falls,Chinatown,Robert Mondavi Winery,Universal CityWalk Hollywood,Santa Barbara Zoo,Yosemite Falls,Santa Cruz Beach Boardwalk,Cabrillo National Monument,Point Lobos,Union Square,Badwater,Indian Canyons,San Diego Zoo,Old Point Loma Lighthouse,Castello di Amorosa,General Sherman Tree,Armstrong Redwood State Reserve,Palm Springs Aerial Tramway,Moonstone Beach,AT&T Park,Walt Disney Concert Hall,Calico Ghost Town,Presidio of San Francisco,Sundial Bridge,California State Railroad Museum,Morro Rock,Winchester Mystery House,Giant Forest,Petco Park,Six Flags Discovery Kingdom,Lands End,Glass Beach,San Francisco Bay,Safari West,Coronado Island,Stanford University,Marin Headlands,17-Mile Drive,State Street,Runyon Canyon Park,La Jolla Shores Park,Coronado Bridge,Santa Monica Pier,de Young Museum,California Science Center,San Diego Zoo Safari Park,Yuma Territorial Prison State Historic Park,Golden Gate Park,Disneyland Park,Walt Disney Family Museum,Point Loma,Knott's Berry Farm,La Brea Tar Pits and Museum,La Jolla Cove,Old Town San Diego,Zabriskie Point,South Carlsbad State Beach,Julia Pfeiffer Burns State Park,Alamo Square,Universal Studios Hollywood,Coit Tower,Aquarium of the Pacific,Artist's Drive,Hearst Castle,Alcatraz Island,The Getty Center,Hollywood Sign,Santa Monica State Beach,Balboa Park,Old Town San Diego State Historic Park,Cannery Row,West Cliff Drive,Mendocino Coast Botanical Gardens,Pacific Coast Highway,Six Flags Magic Mountain,Yosemite Valley,Crystal Cove State Park,Torrey Pines State Natural Reserve,Jedediah Smith Redwoods State Park,Venice Canals Walkway,Olvera Street,Downtown Disney,Citadel Outlets,Seventeen Mile Drive,SeaWorld,Venice Beach,Vernal Fall,Pfeiffer Beach,The Gondola at Heavenly,Half Dome,Moro Rock,Union Station,LEGOLAND California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whale watching,Redondo Beach Pier,Monterey Bay,Balboa Island,Cannery Row,Morro Rock,Mendocino Coast Botanical Gardens,Balboa Island Ferry,Pacific Coast Highway,Point Loma,Old Fisherman's Wharf,Lands End,San Francisco Bay,Crissy Field,Aquarium of the Bay,Newport Beach,Maritime Museum of San Diego,Aquarium of the Pacific,Santa Cruz Beach Boardwalk,Cabrillo National Monument,Point Lobos,Old Point Loma Lighthouse,Pismo Pier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mountain view ,Walt Disney Concert Hall,Hearst Castle,Griffith Observatory,The Getty Center,Heisler Park,Santa Barbara Zoo,Old Point Loma Lighthouse,Grace Cathedral,Twin Peaks,Domaine Carneros,Santa Barbara County Courthouse,The Getty Villa,Marin Headlands,Coit Tower,Ronald Reagan Presidential Library and Museum,Cabrillo National Monument,Legion of Honor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water fountain ,Presidio of San Francisco,26-Mile Bike Path,Santa Cruz Wharf,Disneyland Park,Pacific Beach,Irvine Spectrum Center,The Broad,Morro Rock,Griffith Park,Living Desert Zoo & Gardens,"The Huntington Library, Art Collections and Botanical Gardens",Six Flags Magic Mountain,Knott's Berry Farm,Six Flags Discovery Kingdom,La Jolla Cove,Crystal Cove State Park,Glass Beach,Torrey Pines State Natural Reserve,South Carlsbad State Beach,Universal CityWalk Hollywood,Runyon Canyon Park,Exploratorium,Third Street Promenade,California State Capitol Museum,SeaWorld,Vernal Fall,The Getty Villa,Moro Rock,The Grove,Sterling Vineyards,Birch Aquarium at Scripps,Carmel River State Beach,San Diego Zoo Safari Park,Armstrong Redwood State Reserve,LEGOLAND California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
historical site,Calico Ghost Town,Cable Car Museum,Presidio of San Francisco,Fort Rosecrans Cemetery,Battleship USS Iowa BB-61,Petersen Automotive Museum,Old Town San Diego State Historic Park,Mission San Juan Capistrano,California State Railroad Museum,Ronald Reagan Presidential Library and Museum,Cannery Row,Glacier Point,The Broad,Griffith Park,Stearns Wharf,Winchester Mystery House,Asian Art Museum,Walt Disney Family Museum,Point Loma,Old Fisherman's Wharf,The Queen Mary,La Brea Tar Pits and Museum,Hollywood,Old Town San Diego,Robert Mondavi Winery,Coronado Island,Mt. Soledad National Veterans Memorial,Stanford University,Olvera Street,Old Mission Santa Barbara,Palm Springs Air Museum,Maritime Museum of San Diego,California State Capitol Museum,Cabrillo National Monument,Old Sacramento,de Young Museum,Alcatraz Island,Painted Ladies,Old Point Loma Lighthouse,Musee Mecanique,USS Midway Museum,Old Town Temecula,Union Station,Palm Springs Aerial Tramway,Yuma Territorial Prison State Historic Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cruise,Cable Car Museum,Oceanside Pier,Battleship USS Iowa BB-61,Golden Gate Park,26-Mile Bike Path,Grace Cathedral,Little Italy,Old Town San Diego State Historic Park,Santa Barbara County Courthouse,Redondo Beach Pier,Monterey Bay,California State Railroad Museum,Pacific Beach,Disneyland Park,Balboa Island,Cannery Row,Muir Woods National Monument,West Cliff Drive,Stearns Wharf,Torrey Pines Gliderport,Balboa Island Ferry,Manhattan Beach,Pacific Coast Highway,Walt Disney Family Museum,Ghirardelli Square,Point Loma,Old Fisherman's Wharf,Knott's Berry Farm,Lands End,The Queen Mary,Huntington Beach Pier,La Jolla Cove,Venice Beach Boardwalk,San Francisco Bay,Universal CityWalk Hollywood,Coronado Island,San Francisco Bay Bridge,Mt. Soledad National Veterans Memorial,Santa Barbara Zoo,Marin Headlands,17-Mile Drive,State Street,Old Mission Santa Barbara,Newport Beach,Maritime Museum of San Diego,Aquarium of the Pacific,Santa Cruz Beach Boardwalk,Cabrillo National Monument,Coronado Bridge,Mission Beach,Old Sacramento,Pier 39,Golden Gate Bridge,Santa Monica Pier,Madame Tussauds Hollywood,Alcatraz Island,Rodeo Drive,Pismo Pier,San Diego Zoo,Monterey Bay Aquarium,Musee Mecanique,USS Midway Museum,Old Town Temecula,Seaport Village,Haight-Ashbury,Coit Tower,Palm Springs Aerial Tramway,LEGOLAND California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
animals ,Sundial Bridge,Monterey Bay,Disneyland Park,Balboa Island,Cannery Row,Glacier Point,Muir Woods National Monument,Morro Rock,Griffith Park,Mendocino Coast Botanical Gardens,California Academy of Sciences,Elephant Seal Rookery,Giant Forest,Children's Pool,Living Desert Zoo & Gardens,Point Loma,Old Fisherman's Wharf,Six Flags Discovery Kingdom,Yosemite Valley,La Brea Tar Pits and Museum,La Jolla Cove,Hollywood Boulevard,Crystal Cove State Park,Glass Beach,Torrey Pines State Natural Reserve,Aquarium of the Bay,Safari West,Universal CityWalk Hollywood,Jedediah Smith Redwoods State Park,Santa Barbara Zoo,Universal Studios Hollywood,Natural History Museum of Los Angeles County,Olvera Street,Downtown Disney,Aquarium of the Pacific,La Jolla Shores Park,SeaWorld,Santa Monica Pier,Cabrillo National Monument,Point Lobos,Venice Beach,Badwater,Hearst Castle,Indian Canyons,San Diego Zoo,Monterey Bay Aquarium,The Getty Villa,Castello di Amorosa,Half Dome,Hollywood Sign,Birch Aquarium at Scripps,California Science Center,San Diego Zoo Safari Park,Armstrong Redwood State Reserve,Santa Monica State Beach,Palm Springs Aerial Tramway,Moonstone Beach,LEGOLAND California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aquarium,Golden Gate Park,26-Mile Bike Path,Fisherman's Wharf,Sundial Bridge,Redondo Beach Pier,Monterey Bay,Cannery Row,Stearns Wharf,California Academy of Sciences,Manhattan Beach,Pacific Coast Highway,Six Flags Discovery Kingdom,Old Town San Diego,Santa Monica Bay,San Francisco Bay,Aquarium of the Bay,Santa Barbara Zoo,Aquarium of the Pacific,SeaWorld,Santa Monica Pier,Pier 39,Venice Beach,Monterey Bay Aquarium,Birch Aquarium at Scripps,Carmel River State Beach,California Science Center,Santa Monica State Beach,Union Station,AT&T Park,LEGOLAND California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
golf ,Presidio of San Francisco,Golden Gate Park,Santa Cruz Wharf,Monterey Bay,Cannery Row,Griffith Park,Torrey Pines Gliderport,Balboa Island Ferry,Pacific Coast Highway,Living Desert Zoo & Gardens,"The Huntington Library, Art Collections and Botanical Gardens",Knott's Berry Farm,Lands End,VillageFest,Yosemite Valley,Six Flags Discovery Kingdom,Torrey Pines State Natural Reserve,Zabriskie Point,Coronado Island,Union Station,Stanford University,17-Mile Drive,Seventeen Mile Drive,Santa Cruz Beach Boardwalk,Coronado Bridge,Mission Beach,Badwater,Alcatraz Island,Indian Canyons,San Diego Zoo Safari Park,Carmel River State Beach,Legion of Honor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferry,Presidio of San Francisco,Fisherman's Wharf,Balboa Island,Muir Woods National Monument,Stearns Wharf,Balboa Island Ferry,Pacific Coast Highway,Winchester Mystery House,Ghirardelli Square,Petco Park,Six Flags Discovery Kingdom,The Queen Mary,Santa Monica Bay,San Francisco Bay,Aquarium of the Bay,Coronado Island,San Francisco Bay Bridge,Marin Headlands,Exploratorium,Newport Beach,Maritime Museum of San Diego,Coronado Bridge,Mission Beach,Pier 39,Golden Gate Bridge,Alcatraz Island,Ferry Building Marketplace,Palm Springs Aerial Tramway,AT&T Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mexican,de Young Museum,Staples Center,Old Town San Diego State Historic Park,Living Desert Zoo & Gardens,Olvera Street,Six Flags Discovery Kingdom,Old Town Temecula,Union Station,Irvine Spectrum Center,Old Town San Diego,The Broad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,